day,timestamp,GALAXY_SOUNDS,MICROCHIP,OXYGEN_SHAKE,PANEL,PEBBLES,ROBOT,SLEEP_POD,SNACKPACK,TRANSLATOR,UV_VISOR
3,920500,-0.6,-3.8,-6.5,1.4,0.1,2.8,0.5,0.4,-6.1,-9.7
3,920600,-5.6,6.3,4.3,2.6,0.0,-1.6,6.3,2.2,8.4,3.4
3,920700,-7.9,-2.0,-1.5,-5.8,-0.2,3.6,-3.4,-0.1,5.5,-4.5
3,920800,-1.6,-1.0,-10.8,-4.1,0.1,4.9,-5.1,-2.8,-2.1,7.0
3,920900,0.9,5.3,-1.1,-1.3,0.0,1.4,4.2,-0.1,-4.0,5.0
3,921000,-4.4,8.9,-5.4,-5.4,0.0,-1.0,-1.1,-0.4,-0.9,4.4
3,921100,-0.7,7.5,-6.8,-2.3,0.0,-7.8,5.4,0.9,-0.3,-8.4
3,921200,6.5,10.6,8.6,-3.7,0.1,-0.1,-5.9,-1.0,1.6,-5.9
3,921300,-5.8,8.6,8.8,-7.8,-0.2,2.1,8.0,-1.7,4.1,0.4
3,921400,-4.2,2.0,2.4,-6.8,0.1,2.5,6.2,0.2,4.3,4.9
3,921500,-7.3,-4.8,6.4,1.4,0.0,-2.3,-3.5,-0.3,-11.2,-4.2
3,921600,-2.5,1.3,-1.1,-2.4,-0.2,-6.1,-2.8,0.1,1.1,10.1
3,921700,-0.2,8.1,-1.2,-4.6,0.3,6.5,-0.2,-0.3,8.5,-4.2
3,921800,2.3,6.9,6.8,-0.2,-0.1,-1.9,4.8,-1.9,5.3,-2.6
3,921900,2.4,-2.0,-6.7,2.7,-0.2,6.8,-2.6,-0.3,0.7,6.3
3,922000,-3.9,3.9,-7.5,-1.4,0.4,-1.6,-8.0,2.7,-2.7,0.1
3,922100,-0.6,-1.6,-5.5,-5.5,-0.1,-1.3,2.0,-0.5,-2.9,-0.3
3,922200,-4.8,3.7,-2.2,-2.1,0.0,-2.6,-9.4,-0.4,3.1,2.2
3,922300,-2.6,1.5,-0.4,-4.5,-0.2,-3.0,4.8,0.5,-0.6,-4.8
3,922400,-1.9,-8.0,7.5,5.5,-0.1,-1.1,0.3,2.1,-3.8,6.8
3,922500,0.5,5.0,1.0,0.8,0.2,-2.3,-6.4,-1.4,-7.0,-0.3
3,922600,-0.8,-10.4,1.6,-4.4,-0.1,-1.8,-4.4,-0.3,-1.1,-1.0
3,922700,-3.8,7.3,-7.6,-4.5,0.1,3.0,-1.7,0.1,-0.8,4.1
3,922800,5.3,-16.0,4.0,-0.8,-0.1,-2.9,4.2,1.1,-7.5,-5.4
3,922900,0.9,-5.0,4.3,0.0,3.1,-3.5,-2.3,-1.4,11.4,-1.1
3,923000,4.4,-13.0,-8.4,3.2,-3.1,-1.7,-5.8,0.1,4.3,0.9
3,923100,-2.7,8.3,-0.4,-4.8,0.1,-7.3,-0.9,2.3,-1.2,-3.0
3,923200,3.5,-6.5,-3.1,-2.4,0.0,-2.6,4.5,-0.6,1.3,-3.6
3,923300,2.5,0.2,8.1,-2.7,0.1,-3.3,7.6,1.3,5.9,-0.7
3,923400,5.2,-11.3,3.4,1.0,-0.1,-3.8,1.3,-1.2,3.1,-7.3
3,923500,0.4,-1.1,2.4,-1.4,-0.1,5.7,-0.4,-0.9,-4.3,-2.0
3,923600,-1.8,-5.3,1.7,4.7,0.0,6.1,-3.6,0.1,0.0,-6.1
3,923700,-1.2,3.8,0.5,-2.1,0.3,-6.9,-1.6,1.6,1.0,0.0
3,923800,-1.7,-11.0,-2.3,3.0,-0.2,0.0,-6.5,-0.6,3.0,-3.7
3,923900,-12.9,0.2,0.0,0.3,-0.1,-0.1,-1.4,0.9,-1.2,-3.3
3,924000,5.9,7.6,-8.2,3.2,0.3,6.4,-1.8,0.4,8.6,4.7
3,924100,-4.8,-0.2,-3.1,-2.0,-0.2,-1.0,-0.6,-1.1,-0.7,4.4
3,924200,4.7,-6.7,6.6,6.0,0.0,-0.1,0.2,-1.0,-0.6,1.5
3,924300,-16.3,5.7,4.4,3.1,0.0,-4.8,-2.7,0.0,-4.9,3.4
3,924400,4.5,7.0,-0.8,0.3,0.1,-3.5,4.5,0.4,2.4,3.5
3,924500,-5.5,5.6,-1.2,1.8,-0.1,-4.0,3.3,0.7,2.7,1.6
3,924600,5.2,-13.1,-4.8,-4.8,-0.1,-1.0,-0.5,-0.4,-4.7,1.7
3,924700,4.4,9.1,-5.4,3.5,0.0,3.3,3.0,-0.1,0.3,2.5
3,924800,-0.6,-1.2,4.0,-7.6,0.1,-3.2,2.1,-1.8,1.0,3.6
3,924900,-9.5,-4.4,1.3,-0.7,0.0,0.0,-8.2,0.4,6.3,-8.4
3,925000,-0.1,-3.5,-3.4,-6.1,-0.1,-1.4,-2.1,-1.1,-1.2,7.1
3,925100,-1.0,-2.1,-4.2,-0.6,0.1,-0.1,-3.1,-2.7,6.4,-7.2
3,925200,7.6,1.4,-6.5,-3.3,0.0,-9.9,-7.9,2.9,-2.2,-4.0
3,925300,6.7,-1.7,0.8,2.7,-0.1,5.1,-2.6,-0.2,-2.2,1.1
3,925400,5.6,-2.6,0.3,0.9,0.0,-2.4,-5.1,2.2,7.4,-1.6
3,925500,-6.5,-18.1,3.1,-0.7,0.0,-0.9,0.5,2.2,-2.4,-4.0
3,925600,10.3,1.7,-4.0,-0.4,0.1,-3.9,7.7,-2.1,6.1,-0.3
3,925700,-0.5,1.1,3.4,10.8,-0.1,7.0,-0.2,0.5,6.4,4.6
3,925800,1.1,4.6,-1.7,0.9,0.2,0.3,2.7,-0.5,0.4,2.2
3,925900,-2.7,5.1,-3.5,-1.3,0.0,1.4,-3.5,0.7,3.6,0.9
3,926000,3.9,-1.5,1.6,-1.3,-0.1,-3.6,7.7,-2.5,-2.5,-7.4
3,926100,1.9,-10.1,0.5,-1.3,-0.1,-0.8,-0.4,-1.0,-5.1,-1.0
3,926200,2.1,1.7,-7.5,1.0,0.0,-5.0,0.1,0.9,2.2,-3.4
3,926300,-4.7,-5.2,-8.0,-4.3,0.2,-2.9,-8.2,-0.2,4.1,9.6
3,926400,5.3,-7.8,-1.4,5.8,-0.1,4.5,-3.7,-1.7,0.4,0.7
3,926500,-7.1,7.2,4.7,2.9,0.0,-0.2,-1.9,1.1,-5.7,-6.0
3,926600,3.4,0.3,7.8,6.4,0.0,7.3,-2.9,-0.6,5.2,3.0
3,926700,4.2,1.3,-5.7,-4.1,0.0,-1.7,-6.7,-1.3,3.7,-1.0
3,926800,2.5,-2.5,-4.4,2.9,0.0,0.1,5.7,-1.9,0.9,4.1
3,926900,-8.5,-5.3,-12.6,1.9,0.1,-2.4,-0.1,0.5,5.0,10.6
3,927000,0.1,-6.5,7.1,-0.3,-0.2,3.9,5.2,5.8,-5.9,5.5
3,927100,-5.0,-3.4,-10.5,-8.0,0.1,5.4,-7.1,-4.0,-0.3,-10.1
3,927200,-0.9,-5.3,4.6,5.7,0.1,2.4,-1.4,-1.6,0.3,7.3
3,927300,0.5,-7.0,1.0,7.1,-0.1,-5.6,-0.7,0.0,0.6,1.5
3,927400,-3.7,9.3,0.1,-7.5,0.0,0.4,-3.9,1.0,-4.6,-4.2
3,927500,-2.0,-8.8,-10.1,-1.9,0.0,1.8,-0.2,-5.4,2.0,-11.7
3,927600,0.3,9.5,-5.9,-4.6,0.0,3.0,8.0,4.8,9.4,8.8
3,927700,0.2,9.1,-6.5,0.3,0.0,0.5,3.0,0.9,-4.3,1.3
3,927800,5.6,-1.4,2.4,0.8,0.0,-3.6,-3.4,-2.4,-4.8,-6.2
3,927900,-4.2,0.4,-8.4,-4.4,-0.2,-3.2,-2.3,1.9,-2.0,1.6
3,928000,-0.2,-2.3,-5.5,0.7,0.3,0.3,4.7,-4.0,-1.1,-0.1
3,928100,8.2,0.1,4.3,5.4,-0.2,1.7,1.5,4.5,6.5,-5.3
3,928200,-7.2,-4.0,-12.6,-2.1,0.0,5.0,-3.7,0.5,1.3,-6.0
3,928300,5.2,-16.2,0.7,3.3,0.1,0.7,0.1,2.4,1.1,5.0
3,928400,2.6,7.1,-0.3,4.1,-0.1,-4.5,0.0,-1.6,0.2,4.9
3,928500,-5.0,-3.4,-4.8,-5.5,0.2,-3.3,0.9,0.3,2.1,3.8
3,928600,2.3,-1.6,1.2,-2.2,-0.1,2.5,-6.7,0.4,6.2,-0.5
3,928700,-0.5,-5.4,1.6,-2.0,0.0,-0.5,-4.8,-1.8,-0.9,7.3
3,928800,-1.0,-2.7,5.7,1.7,-3.5,-0.4,-0.5,-0.7,9.8,5.1
3,928900,5.5,-7.0,-1.6,4.5,3.6,-2.4,1.0,-1.1,-3.5,-7.6
3,929000,8.3,-5.0,-2.7,6.3,-0.1,-7.2,4.9,0.2,0.6,-3.4
3,929100,-10.2,2.1,-0.6,1.7,-0.1,-2.8,-3.2,-2.3,-5.0,1.1
3,929200,2.7,7.7,2.2,3.0,0.2,2.6,2.2,-0.1,-0.8,0.9
3,929300,2.5,-1.7,-6.4,3.6,-0.3,5.5,1.0,1.6,-1.8,2.8
3,929400,5.7,-0.8,-4.2,-4.3,0.4,1.5,-4.6,1.1,-1.2,-2.1
3,929500,-2.6,-5.8,8.4,-3.7,-0.3,5.9,-2.6,-0.9,4.6,-5.0
3,929600,4.2,2.7,-0.3,-3.3,0.1,-4.1,2.1,0.9,3.5,4.5
3,929700,-5.5,7.4,-1.8,-4.2,-0.2,-1.9,3.5,0.7,1.4,-1.3
3,929800,-5.1,-1.4,-7.9,0.6,0.1,6.2,-3.7,-0.2,3.5,1.9
3,929900,1.8,-4.1,-3.4,8.2,0.0,3.8,-3.7,-1.3,-0.7,-2.0
3,930000,5.2,-6.5,2.1,1.6,-0.1,2.7,3.6,-0.4,4.2,-5.7
3,930100,0.4,-7.8,-4.5,-2.7,0.2,5.6,10.9,-0.9,8.0,-5.5
3,930200,5.1,6.8,11.9,9.9,0.0,5.7,5.4,0.3,2.4,-4.1
3,930300,-3.1,-12.3,3.2,4.2,0.0,-1.1,-5.6,0.1,-9.4,3.8
3,930400,-0.2,-7.1,-3.7,-7.6,0.0,-4.8,-8.9,1.4,3.4,-6.5
3,930500,9.6,-3.5,2.3,1.9,0.0,-2.9,14.9,2.4,2.9,-0.6
3,930600,-4.5,-10.0,5.5,1.5,-0.1,-4.6,0.2,1.9,1.3,-4.4
3,930700,5.5,7.2,3.1,1.8,0.0,1.3,-3.9,-0.2,-0.8,5.8
3,930800,2.7,-1.6,4.4,-2.6,0.1,-1.0,4.8,-0.8,7.0,4.1
3,930900,10.0,1.8,2.6,6.1,0.0,-1.3,1.4,-2.3,2.6,-3.6
3,931000,7.1,14.7,0.2,11.7,0.0,-4.9,2.7,3.5,5.7,1.6
3,931100,0.0,19.0,2.4,-6.5,0.0,-3.9,2.5,-4.8,-0.7,2.8
3,931200,-5.0,5.6,-5.9,7.4,0.0,4.1,10.9,1.4,8.7,3.5
3,931300,-5.5,-6.2,3.0,2.9,-0.2,-2.0,2.0,0.8,2.2,-0.7
3,931400,-1.6,-4.8,-6.4,-2.8,0.2,-4.7,-7.2,0.7,2.9,4.2
3,931500,-2.8,-4.4,-7.4,5.8,0.0,0.4,-5.4,-0.8,3.8,8.0
3,931600,-8.2,-8.5,10.6,0.5,0.0,0.6,2.8,-0.7,-4.5,3.7
3,931700,-1.6,15.7,2.4,-1.9,-0.1,4.5,2.7,0.6,1.4,3.8
3,931800,-1.3,-1.0,0.2,2.2,0.1,-2.7,-1.5,0.6,0.8,2.5
3,931900,-3.7,4.6,5.0,2.3,-0.1,9.0,-0.9,1.1,6.3,-5.2
3,932000,-10.4,1.1,-1.0,2.1,0.1,-2.8,3.5,-1.6,-9.1,-2.7
3,932100,3.7,-4.3,0.6,4.5,0.0,1.2,-6.3,0.5,0.0,-3.6
3,932200,-1.5,-17.3,-1.4,8.6,0.0,3.8,-4.6,-0.4,-6.4,-6.0
3,932300,-2.0,12.2,-0.6,-4.6,0.0,-1.3,-0.7,-1.6,0.4,-1.1
3,932400,5.1,-7.7,-3.8,4.1,-0.1,-3.0,-2.9,-0.9,-7.7,5.2
3,932500,-3.8,8.6,6.4,-8.6,0.1,-2.3,4.2,1.7,6.6,-5.4
3,932600,-8.3,-4.0,1.2,-2.9,0.0,-0.3,-2.0,0.2,5.1,-2.0
3,932700,4.2,11.4,-3.4,4.5,0.0,-2.6,2.0,-2.2,-4.7,-2.9
3,932800,12.5,1.4,-3.3,2.6,0.1,4.8,7.9,-0.3,-1.4,4.5
3,932900,-3.8,5.1,3.9,5.4,0.0,10.8,-5.2,-2.4,4.1,3.8
3,933000,-7.2,10.1,-2.3,-6.0,-0.2,0.1,9.0,0.9,0.8,-2.6
3,933100,-1.6,-3.1,-1.1,1.7,0.2,3.4,-1.0,-1.4,-7.5,-3.0
3,933200,2.5,-3.7,3.1,-2.5,-0.2,3.0,-5.7,1.4,1.2,6.8
3,933300,5.2,-10.9,6.6,0.6,0.1,5.0,-7.1,4.7,0.0,-0.9
3,933400,-1.6,0.6,-2.1,2.3,-0.1,-0.8,0.1,-4.0,-3.4,8.5
3,933500,0.9,9.5,0.3,-3.5,0.2,-3.7,-0.6,0.9,4.0,-6.4
3,933600,-1.5,4.5,5.9,7.5,-0.1,2.2,3.5,-1.1,2.0,-5.2
3,933700,-12.1,-12.8,0.1,-3.0,-0.1,4.0,1.9,1.0,-2.0,-0.5
3,933800,-1.2,-13.9,9.8,8.8,0.1,4.4,6.7,-1.8,-0.2,-3.6
3,933900,-2.1,-4.9,-2.9,0.1,0.1,3.9,-4.9,0.4,2.6,-9.4
3,934000,-4.7,6.4,-0.5,-8.2,-0.1,-10.9,-6.8,0.0,-4.2,-1.9
3,934100,-3.7,-3.9,5.1,4.6,-0.1,-5.1,-3.8,-0.4,-2.6,1.5
3,934200,-1.7,-17.3,-2.4,-0.3,0.1,-4.2,3.9,-0.5,4.4,5.4
3,934300,2.3,2.4,9.3,-1.7,0.0,0.0,5.5,0.7,3.3,-6.3
3,934400,1.3,10.1,-5.6,-8.7,0.0,2.3,7.3,-1.3,5.9,-10.7
3,934500,-8.0,-5.2,3.5,-5.7,0.1,-13.0,2.6,0.7,10.6,9.4
3,934600,3.4,0.7,8.2,3.3,-0.1,0.8,1.8,1.0,-3.6,-1.9
3,934700,3.0,-7.3,2.6,3.6,0.0,-0.2,-2.1,-0.2,8.3,1.5
3,934800,-5.5,-0.2,-4.6,7.6,0.0,-3.8,5.6,0.2,-1.6,-4.8
3,934900,-5.9,5.8,-3.3,-0.2,0.0,5.9,0.1,-0.6,0.5,1.8
3,935000,1.6,6.9,-2.8,-3.2,0.0,-0.9,3.3,3.6,2.8,0.3
3,935100,-1.8,6.0,5.2,0.4,0.0,4.0,4.2,0.1,0.4,-3.3
3,935200,-4.1,-6.1,3.9,-2.2,-0.1,-8.4,-4.2,0.5,1.0,11.5
3,935300,1.1,-1.8,4.4,1.2,0.0,-5.3,10.3,4.6,5.6,-8.6
3,935400,-4.3,10.6,-11.1,-1.9,0.1,-0.5,-0.1,-4.5,0.7,0.9
3,935500,3.5,-3.6,-3.3,-5.1,0.1,2.3,1.2,0.2,2.4,-12.4
3,935600,4.1,1.8,5.5,-5.9,-0.1,10.2,-6.1,-0.4,-5.3,3.6
3,935700,-3.3,5.3,3.1,0.0,0.1,-0.7,0.3,-0.5,1.9,2.7
3,935800,-5.3,7.2,-3.4,-4.4,0.0,4.3,-7.3,0.0,-5.8,-3.2
3,935900,-4.9,6.5,-2.8,-4.6,-0.1,2.9,-1.6,2.7,-1.5,0.7
3,936000,6.5,4.6,9.4,-2.0,-0.1,-1.8,-1.7,0.4,5.6,1.1
3,936100,1.3,5.1,9.7,1.3,0.1,-2.5,-6.4,1.9,0.9,2.3
3,936200,1.3,3.5,1.4,-1.3,0.0,-1.8,4.4,0.4,-5.9,5.0
3,936300,8.4,4.4,9.7,2.6,0.1,1.3,0.6,-0.8,6.9,-2.0
3,936400,-9.0,-8.2,-4.8,2.0,-0.1,-2.9,-3.2,0.9,-1.3,-3.6
3,936500,8.9,4.2,4.4,0.5,0.1,4.2,6.8,-0.2,-3.7,4.7
3,936600,6.5,2.0,8.7,6.1,0.0,5.0,-7.4,1.8,0.9,-0.5
3,936700,-5.5,-15.1,2.3,-1.2,-0.1,1.3,2.1,-1.7,0.5,4.7
3,936800,-10.9,3.4,0.4,13.2,0.0,-8.0,-4.4,2.0,9.9,-8.5
3,936900,0.5,-1.9,2.5,-2.6,0.1,0.7,0.1,0.8,-7.1,-6.3
3,937000,5.6,2.7,-3.7,-2.2,-0.2,4.7,3.5,0.7,3.4,4.0
3,937100,-2.5,7.8,-7.6,2.2,0.0,1.5,7.2,1.2,4.8,-0.6
3,937200,3.3,-11.8,-1.9,1.9,0.1,-1.3,0.9,0.8,2.2,2.6
3,937300,4.6,0.3,-2.3,6.4,0.0,2.0,3.2,-0.3,-1.5,1.8
3,937400,-2.0,-10.5,-0.1,8.3,-0.1,-6.7,-7.7,-1.4,14.2,-1.4
3,937500,-2.4,-1.8,-0.5,-1.7,0.1,0.8,6.0,1.4,-4.7,-6.6
3,937600,-1.3,5.3,3.0,-2.5,0.0,-2.5,-2.3,-0.8,4.1,2.2
3,937700,-0.6,-0.2,-8.4,-1.3,0.1,-2.0,2.4,2.3,5.9,4.1
3,937800,-6.7,-1.9,-3.1,3.8,-0.2,-1.9,1.3,0.6,1.6,-11.2
3,937900,0.5,-5.2,-2.7,-1.2,0.2,-2.8,-4.4,-1.0,7.8,15.4
3,938000,1.1,-1.7,8.9,-7.3,-0.1,-3.4,-1.5,1.5,-1.6,3.4
3,938100,-3.5,6.3,-6.5,-0.3,0.0,0.2,-0.6,-1.4,-2.2,-5.3
3,938200,-0.4,-3.3,6.7,-10.7,0.1,-5.5,1.4,0.8,-0.3,2.6
3,938300,6.4,-3.6,-1.3,4.4,-0.1,-6.1,0.1,-0.6,-4.1,3.4
3,938400,-2.0,6.5,-0.4,6.4,0.1,-7.1,-4.6,-1.2,3.6,-4.8
3,938500,-0.2,4.3,6.2,-3.1,-0.1,-2.7,-3.1,-1.2,0.1,-6.6
3,938600,-1.0,-4.5,3.3,1.3,0.1,2.3,-4.1,-1.4,5.0,1.5
3,938700,0.3,10.8,-7.0,-2.8,0.0,-1.7,-3.1,1.7,-2.3,1.4
3,938800,6.9,0.3,4.9,-2.3,-0.1,-0.7,-0.2,1.6,5.4,6.5
3,938900,-0.7,-0.4,5.4,-5.5,0.0,2.5,-0.4,0.8,1.8,2.4
3,939000,-6.5,1.4,4.0,1.7,-0.1,-1.2,-2.0,-0.2,-6.9,1.8
3,939100,-5.7,0.5,10.3,0.3,0.3,0.4,-9.2,0.4,-3.7,-5.3
3,939200,-0.9,-1.8,4.9,0.0,-0.2,6.8,-0.5,-1.4,-4.9,-3.6
3,939300,3.5,17.0,1.8,-7.4,0.1,-2.1,8.2,0.9,-7.3,-8.1
3,939400,6.9,8.9,-0.6,-4.9,-3.6,-1.1,3.3,-1.8,-0.7,-1.2
3,939500,-0.2,-0.2,4.4,-6.7,3.4,6.6,-4.1,-0.7,5.8,1.1
3,939600,2.4,-0.9,-4.5,2.0,0.2,5.7,-2.4,-1.1,4.1,-3.6
3,939700,0.9,0.5,-2.6,-0.7,-0.1,3.8,-4.7,0.9,7.0,-2.0
3,939800,-6.1,-2.8,5.0,-0.1,-0.1,1.0,6.7,0.9,-3.2,1.2
3,939900,-4.2,-6.2,2.6,-2.7,0.2,-0.2,-3.0,0.1,6.4,0.1
3,940000,-5.0,-5.3,2.2,4.0,-0.1,-0.2,-2.8,2.0,-4.2,-2.3
3,940100,4.1,-9.4,-7.9,-5.8,0.2,-2.6,0.7,0.7,-0.9,2.6
3,940200,-1.5,13.3,10.7,0.4,-0.2,-2.4,-1.4,-0.6,-13.5,-7.4
3,940300,-2.6,2.3,-2.1,0.1,0.0,-3.4,-3.9,0.4,1.2,-7.8
3,940400,-1.9,1.1,-2.4,1.2,-3.6,1.1,-8.5,1.1,-4.4,2.4
3,940500,1.6,-15.9,0.6,4.6,3.5,-10.4,-6.7,0.6,-2.1,2.8
3,940600,4.0,-1.1,-1.6,-1.8,0.1,1.2,9.5,1.7,-5.7,0.0
3,940700,5.1,-8.3,0.8,-5.8,0.1,-4.0,-2.7,1.3,3.3,-11.1
3,940800,-2.6,-11.8,6.1,3.9,-0.2,-1.4,1.7,-0.7,0.5,4.5
3,940900,-3.6,5.7,3.3,0.0,0.1,1.9,0.3,-0.4,9.2,-4.5
3,941000,2.2,0.7,-6.6,-0.3,0.1,-4.3,5.4,-1.3,1.1,-4.1
3,941100,1.4,1.5,1.5,-3.8,0.0,0.3,6.2,0.2,-0.8,-1.4
3,941200,-2.1,3.9,9.6,-0.7,0.0,11.3,-4.4,-0.8,-7.6,-2.4
3,941300,-6.1,8.6,-8.7,-0.8,-0.1,-2.9,7.4,-1.3,3.7,4.7
3,941400,0.8,-9.4,-1.0,-7.9,-0.1,5.7,1.5,-0.4,-3.9,0.9
3,941500,4.0,11.8,12.8,-3.4,-0.1,-3.9,-9.6,-0.9,1.1,0.3
3,941600,3.2,-7.1,4.9,1.6,0.4,-4.5,-1.3,0.0,-0.5,1.0
3,941700,-4.4,5.5,4.7,-6.2,-0.2,-3.6,1.1,1.4,6.9,4.1
3,941800,-2.6,4.3,-5.1,-4.1,0.1,-3.5,-3.0,-0.6,2.1,4.7
3,941900,5.2,0.0,-2.0,-1.1,-0.1,-2.1,-0.2,-1.8,3.5,0.6
3,942000,-5.7,3.3,9.4,0.3,-0.2,8.4,1.1,0.2,-5.9,-2.8
3,942100,-3.5,2.8,-9.7,-5.1,0.1,-5.3,-2.2,-1.4,2.2,-2.7
3,942200,-2.0,-3.9,-4.1,-4.7,0.2,1.4,2.8,0.9,6.4,2.0
3,942300,11.5,3.5,-1.9,2.3,0.0,0.8,-2.2,-1.2,-0.8,11.6
3,942400,1.7,-3.4,5.8,-0.6,0.0,1.2,-2.2,-1.4,-0.6,6.8
3,942500,3.7,3.6,-3.1,-1.7,-0.1,-6.2,6.9,-0.5,-3.4,-1.2
3,942600,-2.6,3.2,-0.7,-4.2,-0.1,-2.6,-4.3,1.5,2.5,0.4
3,942700,0.3,-5.1,-0.4,1.5,0.1,4.4,2.1,-1.1,8.7,8.0
3,942800,5.8,3.0,0.0,-0.6,0.1,-4.3,-1.6,2.3,3.6,-3.9
3,942900,1.2,5.6,7.2,6.0,-0.2,-5.4,1.0,-0.4,-5.2,-4.2
3,943000,-0.1,8.3,-6.5,-7.1,0.2,-8.2,2.2,-0.8,-1.0,2.1
3,943100,-3.2,10.2,1.5,-4.2,0.0,-2.4,-1.2,-1.0,-2.2,-1.7
3,943200,4.3,-1.4,-1.8,-1.8,-0.1,2.5,3.6,-1.4,-3.1,-2.1
3,943300,5.7,-9.6,-3.6,1.3,-0.1,0.8,4.6,3.4,3.5,-8.8
3,943400,3.7,-6.3,-1.0,0.6,0.2,6.1,4.3,-0.4,-3.2,3.1
3,943500,-0.8,-0.5,-9.5,9.6,0.0,-5.3,-4.4,-1.0,9.0,0.6
3,943600,-2.4,-7.3,-2.6,-1.6,0.1,-2.3,6.4,0.4,-0.3,0.2
3,943700,-0.7,-9.7,-7.8,-4.1,-0.1,-4.4,2.3,0.2,3.0,12.1
3,943800,6.2,-2.7,-0.5,-1.6,-0.1,3.8,9.6,-0.3,1.6,0.0
3,943900,-7.3,0.4,4.2,-1.0,0.2,-3.3,-13.2,-0.3,8.5,8.2
3,944000,3.1,-2.7,7.2,10.6,-0.4,0.7,-2.4,-1.7,-2.3,-4.6
3,944100,-2.3,-4.6,-5.4,4.0,0.2,4.3,-4.8,0.2,-0.5,1.5
3,944200,1.0,-2.7,-0.7,-4.4,0.0,1.2,-0.4,2.6,1.7,-4.4
3,944300,-0.1,5.0,-10.0,13.6,-0.1,7.3,1.1,1.1,-1.7,9.1
3,944400,0.4,12.7,7.2,-5.5,0.1,-0.2,1.7,1.0,0.3,-0.9
3,944500,-2.3,6.7,-6.6,-3.1,0.2,5.2,0.6,0.8,3.8,0.5
3,944600,0.4,2.7,4.2,-5.1,-0.2,1.4,2.4,0.8,-2.0,0.9
3,944700,3.2,2.6,13.5,1.8,-0.1,-4.2,-7.3,-0.2,2.6,0.8
3,944800,15.4,3.4,4.0,-4.2,0.0,-0.7,5.1,1.0,-6.5,-0.6
3,944900,-2.0,-1.5,-7.3,1.7,0.0,-1.9,-4.3,0.3,3.2,0.3
3,945000,-4.0,-10.7,2.0,2.4,-0.1,-6.8,1.6,1.1,-5.4,-9.9
3,945100,6.6,-17.0,-4.5,-2.0,0.2,-1.6,-6.9,-0.1,2.1,6.7
3,945200,-4.5,0.5,3.6,-4.2,-0.2,-10.3,-3.5,-1.1,-2.1,6.3
3,945300,12.3,-4.2,-0.6,-9.3,0.2,5.3,0.2,-0.2,-4.8,-1.3
3,945400,-1.1,-1.2,2.1,-6.2,-0.1,2.8,-6.4,-0.6,-1.3,-1.1
3,945500,2.5,5.6,2.4,2.7,0.1,-2.7,1.0,-0.6,-0.4,3.4
3,945600,7.2,-9.0,0.0,-10.0,-0.1,-0.8,0.6,-0.4,-6.5,-3.3
3,945700,-1.4,1.7,-5.8,-6.2,0.1,0.9,-4.5,0.9,3.8,-3.8
3,945800,-8.5,-2.6,4.1,4.4,0.0,-0.5,4.1,-1.2,0.3,-2.1
3,945900,-3.6,10.9,6.6,-2.8,0.1,1.7,-3.9,-0.3,-4.8,-7.0
3,946000,-5.1,-4.7,-6.3,1.0,2.8,12.6,5.2,-0.7,8.1,-0.8
3,946100,4.0,-17.7,1.4,-1.1,-2.9,-7.4,-3.3,2.2,7.5,7.5
3,946200,-0.5,-6.3,-2.7,4.7,0.1,-8.1,-0.6,-0.4,-3.4,3.1
3,946300,8.3,12.2,-3.8,2.9,0.0,3.1,-1.5,0.5,5.6,-5.8
3,946400,0.4,-12.6,-6.2,-6.5,-0.2,-1.3,6.9,-0.7,5.0,0.8
3,946500,-9.0,3.9,2.2,-6.9,0.1,-3.5,-2.0,-1.6,-3.9,-0.5
3,946600,-2.7,-5.8,4.6,-0.2,-0.1,1.8,1.5,0.4,-0.5,-5.1
3,946700,1.6,-2.3,-0.5,-1.3,0.3,-7.0,3.8,1.5,5.1,-0.2
3,946800,1.8,-13.0,-0.8,4.1,-0.2,-1.9,7.8,1.1,4.4,-1.2
3,946900,-9.2,-4.9,-3.9,5.0,0.1,1.8,1.4,0.7,-5.2,5.7
3,947000,8.0,-1.8,-4.6,6.0,-0.1,1.1,1.0,0.3,5.6,2.8
3,947100,2.5,-0.3,-7.6,5.8,0.0,-2.2,1.4,-0.5,-2.1,-3.3
3,947200,0.4,-16.1,-3.8,0.3,-0.1,3.5,-2.5,-1.2,-1.7,8.8
3,947300,-2.1,-0.5,3.3,3.5,0.2,11.4,1.0,0.0,-1.2,-0.8
3,947400,5.8,-3.2,4.1,0.2,-0.2,2.7,1.7,0.7,-7.0,-2.1
3,947500,1.1,-1.5,2.0,-3.3,0.1,6.1,6.7,-0.5,-4.5,-0.1
3,947600,0.0,2.3,-2.0,2.2,0.0,2.8,-2.4,-1.6,-0.7,-2.0
3,947700,-1.0,1.0,4.9,3.3,0.1,-3.7,-6.1,0.4,-2.9,1.2
3,947800,-2.1,-3.4,-3.9,5.2,-0.1,3.2,-13.3,0.0,-0.2,-8.3
3,947900,-2.9,-5.8,-4.2,-4.4,0.1,-0.6,-9.0,0.3,5.0,8.0
3,948000,10.0,2.9,3.3,0.8,-0.1,0.7,-0.8,-1.0,-0.7,-0.2
3,948100,10.0,-10.3,-0.4,3.2,0.0,1.4,10.3,-0.1,5.3,-2.6
3,948200,-2.1,3.5,-0.1,-5.9,0.1,1.0,1.3,1.6,-3.5,-8.7
